TYC 3545-1021-1
TYC 3545-523-1
TYC 3549-260-1
TYC 3549-2441-1
TYC 3545-461-1
TYC 3549-572-1
TYC 3549-380-1
TYC 3549-2869-1
TYC 3549-2813-1
TYC 3550-900-1
TYC 3550-1536-1
TYC 3550-262-1
TYC 3550-668-1
TYC 3546-118-1
TYC 3550-1540-1
TYC 3550-974-1
TYC 3550-318-1
TYC 3545-1088-1
TYC 3545-116-1
TYC 3545-111-1
TYC 3545-927-1
TYC 3545-2139-1
TYC 3545-961-1
TYC 3545-1077-1
TYC 3545-1099-1
TYC 3545-560-1
TYC 3545-1014-1
TYC 3545-2701-1
TYC 3545-2735-1
TYC 3545-2679-1
TYC 3546-886-1
TYC 3546-1350-1
TYC 3545-2681-1
TYC 3550-360-1
TYC 3550-748-1
TYC 3550-530-1
TYC 3549-2791-1
TYC 3549-2716-1
TYC 3550-1841-1
TYC 3550-618-1
TYC 3549-2835-1
TYC 3549-2844-1
TYC 3549-1028-1
TYC 3549-1913-1
TYC 3549-1225-1
TYC 3549-2512-1
TYC 3549-1735-1
TYC 3549-2444-1
TYC 3548-907-1
TYC 3548-81-1
TYC 3549-191-1
TYC 3549-2771-1
TYC 3549-2615-1
TYC 3550-1685-1
TYC 3550-583-1
TYC 3549-1640-1
TYC 3549-465-1
TYC 3549-2051-1
TYC 3549-111-1
TYC 3549-516-1
TYC 3549-850-1
TYC 3549-983-1
TYC 3549-1475-1
TYC 3549-1192-1
TYC 3549-471-1
TYC 3549-468-1
TYC 3564-2731-1
TYC 3564-1597-1
TYC 3564-1558-1
TYC 3564-2012-1
TYC 3564-2830-1
TYC 3564-2990-1
TYC 3564-3116-1
TYC 3564-3088-1
TYC 3564-3102-1
TYC 3564-2930-1
TYC 3565-1187-1
TYC 3564-3146-1
TYC 3565-1214-1
TYC 3565-116-1
TYC 3565-216-1
TYC 3565-1461-1
TYC 3565-1421-1
TYC 3565-1481-1
TYC 3565-780-1
TYC 3565-652-1
TYC 3565-1220-1
TYC 3565-20-1
TYC 3565-1299-1
TYC 3565-354-1
TYC 3565-915-1
TYC 3565-1263-1
TYC 3565-426-1
TYC 3565-984-1
TYC 3565-513-1
TYC 3565-639-1
TYC 3565-389-1
TYC 3560-2944-1
TYC 3560-2899-1
TYC 3560-3227-1
TYC 3564-2958-1
TYC 3564-2049-1
TYC 3565-1110-1
TYC 3565-1130-1
TYC 3565-1180-1
TYC 3564-3020-1
TYC 3561-55-1
TYC 3561-943-1
TYC 3565-894-1
TYC 3565-940-1
TYC 3565-172-1
TYC 3565-146-1
TYC 3565-1240-1
TYC 3565-1288-1
TYC 3565-446-1
TYC 3565-774-1
TYC 3565-368-1
TYC 3565-1096-1
TYC 3565-1186-1
TYC 3565-1428-1
TYC 3565-225-1
TYC 3569-366-1
TYC 3565-661-1
TYC 3565-1101-1
TYC 3565-527-1
TYC 3565-429-1
TYC 3565-209-1
TYC 3565-321-1
TYC 3565-383-1
TYC 3564-99-1
TYC 3564-2955-1
TYC 3564-2931-1
TYC 3564-834-1
TYC 3564-630-1
TYC 3564-247-1
TYC 3564-1163-1
TYC 3564-777-1
TYC 3569-375-1
TYC 3569-363-1
TYC 3565-1423-1
TYC 3569-222-1
TYC 3569-51-1
TYC 3569-22-1
TYC 3565-25-1
TYC 3565-257-1
TYC 3569-273-1
TYC 3569-514-1
TYC 3569-26-1
TYC 3569-104-1
TYC 3564-2949-1
TYC 3568-39-1
TYC 3564-86-1
TYC 3547-1541-1
TYC 3547-480-1
TYC 3547-1135-1
TYC 3547-809-1
TYC 3547-2036-1
TYC 3547-923-1
TYC 3547-1275-1
TYC 3547-1404-1
TYC 3560-1160-1
TYC 3560-1310-1
TYC 3560-2272-1
TYC 3560-1174-1
TYC 3560-758-1
TYC 3560-1471-1
TYC 3560-9-1
TYC 3560-2382-1
TYC 3560-1696-1
TYC 3560-968-1
TYC 3547-2518-1
TYC 3547-2111-1
TYC 3547-2592-1
TYC 3547-2212-1
TYC 3547-2363-1
